AMOUNT,CHITS_GROUP_ID,CUSTOMER_ID,STR,PAYMENT_DATE_TIME,PAYMENT_DATE,TXN_DATE_TIME,TXN_DATE,USER_GOAL_ID,UTR_NO,VENDOR_TXN_ID,PAYMENT_MODE
1500,647769,707356,C26070611667616560486,2022-11-07,2022-11-07,2022-11-05,2022-11-05,707379,29970036501,707379T1667616693224,UPI
2000,647505,696051,C25141871667617327413,2022-11-07,2022-11-07,2022-11-05,2022-11-05,696071,29970036501,696071T1667617417057,UPI
1000,2104010,2210671,C60800361667617588278,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2210696,29970036501,2210696T1667617870713,UPI
500,647767,694047,C24789671667618419663,2022-11-07,2022-11-07,2022-11-05,2022-11-05,701931,29970036501,701931T1667618527030,UPI
250,647765,694047,C24789671667618500785,2022-11-07,2022-11-07,2022-11-05,2022-11-05,694073,29970036501,694073T1667618597274,UPI
2000,1259443,1402506,C59963651667618654582,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1408287,29970036501,1408287T1667618739172,UPI
500,707869,1056078,C59252201667619201262,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1056082,29970036501,1056082T1667619314427,UPI
1500,714932,715823,C436071667621514132,2022-11-07,2022-11-07,2022-11-05,2022-11-05,715843,29970036501,715843T1667621607996,UPI
1000,1426940,1501618,C60232541667622647695,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1501624,29970036501,1501624T1667622742003,UPI
2000,647505,675082,C1310561667624825929,2022-11-07,2022-11-07,2022-11-05,2022-11-05,675092,29970036501,675092T1667624950550,UPI
2000,1736176,1778721,C60708571667626109825,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1778769,29970036501,1778769T1667626212169,UPI
1000,1820262,1839131,C60785191667626581401,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1839195,29970036501,1839195T1667626697939,UPI
1000,2341212,2407152,C61232001667628594710,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2407183,29970036501,2407183T1667628779001,UPI
1000,1710919,1726173,C60665561667628995336,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1726188,29970036501,1726188T1667629256078,UPI
2000,2394731,2407191,C61232061667629050789,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2407206,29970036501,2407206T1667629213663,UPI
1000,1917974,1952811,C60911311667630536205,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1953265,29970036501,1953265T1667630646409,UPI
1000,1917974,1936082,C60896921667630827076,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1936084,29970036501,1936084T1667630931292,UPI
1000,2015860,2024735,C60021681667631164206,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2040537,29970036501,2040537T1667631265721,UPI
1000,1820262,1785182,C60716001667632070020,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1827256,29970036501,1827256T1667632161408,UPI
1000,2402465,1854106,C60796031667632225884,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2407374,29970036501,2407374T1667632320626,UPI
1000,2104010,2211240,C61000741667633564402,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2211286,29970036501,2211286T1667633748755,UPI
2000,1426714,1535706,C59269821667633711093,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1559693,29970036501,1559693T1667633843746,UPI
500,724477,1003376,C58743031667634451425,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1003379,29970036501,1003379T1667634562873,UPI
250,729592,736564,C10825321667634662051,2022-11-07,2022-11-07,2022-11-05,2022-11-05,736568,29970036501,736568T1667634771963,UPI
4000,1374195,1491724,C60201501667634759777,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1491738,29970036501,1491738T1667634851686,UPI
4000,1551546,1748036,C60682831667635068448,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1748125,29970036501,1748125T1667635172408,UPI
4000,2381939,2374687,C61207371667635169626,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2407548,29970036501,2407548T1667635287020,UPI
1000,2070676,2078404,C61028711667635316774,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2079213,29970036501,2079213T1667635409038,UPI
1000,1426940,1485498,C60185921667635452530,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1486611,29970036501,1486611T1667635552435,UPI
1000,1710919,1734829,C4329501667635620564,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1734860,29970036501,1734860T1667635729081,UPI
250,696735,663479,C16301561667635697448,2022-11-07,2022-11-07,2022-11-05,2022-11-05,703839,29970036501,703839T1667635791997,UPI
2133,1691764,1687166,C60604841667635883824,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1699538,29970036501,1699538T1667635987140,UPI
500,647767,665102,C15030901667636019187,2022-11-07,2022-11-07,2022-11-05,2022-11-05,665107,29970036501,665107T1667636135222,UPI
4000,1551546,1704731,C60636641667637028178,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1704748,29970036501,1704748T1667637115611,UPI
4000,1736358,1900243,C60818961667637081668,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1905653,29970036501,1905653T1667637190720,UPI
1000,2341212,2255136,CA60071991667637090308,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2373209,29970036501,2373209T1667637151383,UPI
4000,1918477,1885805,CA60836641667637091678,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1998173,29970036501,1998173T1667637153569,UPI
1000,2291295,2330309,CA60991841667637091628,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2330324,29970036501,2330324T1667637155624,UPI
1000,1962449,1974819,CA60933991667637091871,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1974988,29970036501,1974988T1667637157532,UPI
1000,1886397,1990616,CA60948631667637093580,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1990633,29970036501,1990633T1667637162539,UPI
1000,2015860,2023999,CA60983631667637093778,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2024009,29970036501,2024009T1667637160727,UPI
4000,2071041,1836867,CA60767441667637096520,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2072079,29970036501,2072079T1667637176953,UPI
2000,2254059,2099877,CA61048361667637098175,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2285514,29970036501,2285514T1667637164122,UPI
1000,2248883,2292404,CA61103831667637100534,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2292412,29970036501,2292412T1667637170959,UPI
1000,1962449,1936385,CA60825101667637100119,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1976970,29970036501,1976970T1667637169263,UPI
2000,2070795,2119446,CA61066351667637103345,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2123419,29970036501,2123419T1667637166709,UPI
1000,2291295,2298876,CA61151951667637107666,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2304905,29970036501,2304905T1667637173622,UPI
1000,2070676,2042624,CA61003641667637108719,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2083639,29970036501,2083639T1667637179810,UPI
2000,2254059,2291564,CA60115991667637108671,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2291597,29970036501,2291597T1667637195607,UPI
1000,2217263,1855699,CA60797731667637110083,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2239703,29970036501,2239703T1667637183819,UPI
1000,2291295,2304105,CA61157031667637110863,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2304948,29970036501,2304948T1667637175411,UPI
2000,1551754,1572989,CA60081641667637112740,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1573038,29970036501,1573038T1667637193102,UPI
4000,2236854,2340852,CA61179141667637113327,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2341888,29970036501,2341888T1667637182065,UPI
4000,2236854,2308869,CA61161501667637115351,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2308871,29970036501,2308871T1667637201061,UPI
1000,2070676,2093029,CA61040801667637119006,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2098314,29970036501,2098314T1667637185428,UPI
2000,1892996,1932786,CA60896231667637124315,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1932802,29970036501,1932802T1667637188300,UPI
1000,2291295,2292404,CA61103831667637124046,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2309658,29970036501,2309658T1667637198300,UPI
2000,2394731,1997476,C60955091667637180930,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2407639,29970036501,2407639T1667637363735,UPI
250,713642,715085,C46465101667638970593,2022-11-07,2022-11-07,2022-11-05,2022-11-05,715130,29970036501,715130T1667639079849,UPI
250,709717,711456,C46181211667639133254,2022-11-07,2022-11-07,2022-11-05,2022-11-05,711508,29970036501,711508T1667639259840,UPI
1000,1735955,1728754,C60669561667639523506,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1755672,29970036501,1755672T1667639619855,UPI
2000,1967040,1728754,C60669561667639593975,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1992373,29970036501,1992373T1667639678957,UPI
1000,2402465,2355414,C61188951667641262862,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2407811,29970036501,2407811T1667641370664,UPI
2000,1892996,1954168,C60916351667641982495,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1954192,29970036501,1954192T1667642068180,UPI
1000,2402465,2381371,C61211201667642898584,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2407901,29970036501,2407901T1667642992183,UPI
1000,2402465,2407910,C60976071667643441297,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2407933,29970036501,2407933T1667643594000,UPI
4000,1736358,1861798,C60806391667643798261,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1886136,29970036501,1886136T1667644005824,UPI
1000,1565622,1605914,C24586421667643948659,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1605919,29970036501,1605919T1667644104757,UPI
2000,1426714,1503703,C60017041667644002947,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1514176,29970036501,1514176T1667644122017,UPI
250,713642,715024,C22123231667644579234,2022-11-07,2022-11-07,2022-11-05,2022-11-05,715044,29970036501,715044T1667644669940,UPI
4000,1918477,1962353,C60921541667644624237,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1983595,29970036501,1983595T1667644718658,UPI
1000,2402465,2098404,C61044961667645080672,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2408128,29970036501,2408128T1667645203293,UPI
2000,1967040,1969451,C60928341667645391507,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2022434,29970036501,2022434T1667645518089,UPI
250,647765,692267,C25376671667645858778,2022-11-07,2022-11-07,2022-11-05,2022-11-05,692290,29970036501,692290T1667645978737,UPI
2000,1736176,1823158,C60767821667646144877,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1823197,29970036501,1823197T1667646259238,UPI
250,696735,703478,C333691667646281759,2022-11-07,2022-11-07,2022-11-05,2022-11-05,703488,29970036501,703488T1667646395200,UPI
1000,2070676,2072957,C60790921667646431377,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2080063,29970036501,2080063T1667646534844,UPI
2000,2394731,1693180,C60616371667646486128,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2408230,29970036501,2408230T1667646574842,UPI
1000,1426940,1491393,C60211391667647181551,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1491955,29970036501,1491955T1667647274156,UPI
1000,1820262,1670894,C60571281667650275946,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1848151,29970036501,1848151T1667650502558,UPI
2000,1892996,1911030,C60870121667651726240,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1911045,29970036501,1911045T1667651835261,UPI
1000,2402465,2389420,C61218191667652001288,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2408499,29970036501,2408499T1667652096008,UPI
250,647765,671752,C33224391667652150978,2022-11-07,2022-11-07,2022-11-05,2022-11-05,671765,29970036501,671765T1667652359304,UPI
4000,1736358,1867818,C60812181667652558933,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1868964,29970036501,1868964T1667652653003,UPI
1000,2104010,2106950,C61055431667652894881,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2107006,29970036501,2107006T1667652995447,UPI
4000,1551546,1577324,C60376381667653162588,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1583910,29970036501,1583910T1667653277428,UPI
1000,1776395,1795232,C60725941667654184561,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1795484,29970036501,1795484T1667654413694,UPI
2000,2394731,2286923,C61139491667654228777,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2408599,29970036501,2408599T1667654326274,UPI
1000,2070676,2077896,C61027271667655938403,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2092101,29970036501,2092101T1667656042982,UPI
1000,1917974,1853506,C60794991667655997736,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1952522,29970036501,1952522T1667656119340,UPI
1000,1886397,1867637,C60811851667656128221,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1888046,29970036501,1888046T1667656229196,UPI
1000,2015860,1867637,C60811851667656265080,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2066198,29970036501,2066198T1667656359577,UPI
4000,1918477,1926839,C58879641667656328732,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1985314,29970036501,1985314T1667656427312,UPI
1000,2015860,1729114,C60670281667656339729,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2086165,29970036501,2086165T1667656433673,UPI
1000,2070676,2079275,C61030551667656798239,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2087277,29970036501,2087277T1667656976084,UPI
4000,1918477,1962935,C60923051667656895704,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1962942,29970036501,1962942T1667657023414,UPI
250,717228,719990,C24591461667657411725,2022-11-07,2022-11-07,2022-11-05,2022-11-05,720003,29970036501,720003T1667657511929,UPI
250,714880,718933,C28750241667664428640,2022-11-07,2022-11-07,2022-11-05,2022-11-05,718939,29970036501,718939T1667664538578,UPI
250,696735,701264,C32880731667664644934,2022-11-07,2022-11-07,2022-11-05,2022-11-05,701271,29970036501,701271T1667664759199,UPI
4000,2381939,2308244,C61159541667665140775,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2409006,29970036501,2409006T1667665238955,UPI
250,768662,957493,C47039951667666627179,2022-11-07,2022-11-07,2022-11-05,2022-11-05,957496,29970036501,957496T1667666713777,UPI
1000,1820262,1839211,C60785531667667715839,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1839242,29970036501,1839242T1667667814244,UPI
1000,2402465,2273923,C61127571667668338336,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2409057,29970036501,2409057T1667668447708,UPI
1000,2070676,2086967,C61037511667670687700,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2086995,29970036501,2086995T1667670791601,UPI
1000,2402465,2080102,C61032111667670751980,2022-11-07,2022-11-07,2022-11-05,2022-11-05,2409089,29970036501,2409089T1667670870068,UPI
1000,1776395,1813412,C60751521667671221401,2022-11-07,2022-11-07,2022-11-05,2022-11-05,1815835,29970036501,1815835T1667671386018,UPI
1000,2402465,1901600,C60859251667674041933,2022-11-07,2022-11-07,2022-11-06,2022-11-06,2409155,29970036501,2409155T1667674171535,UPI
1000,2070676,1895491,C60851581667675659563,2022-11-07,2022-11-07,2022-11-06,2022-11-06,2073654,29970036501,2073654T1667675769452,UPI
1000,2402465,2079238,C61030431667693815697,2022-11-07,2022-11-07,2022-11-06,2022-11-06,2412440,29970036501,2412440T1667693915718,UPI
1000,2402465,2412467,C61235671667699233225,2022-11-07,2022-11-07,2022-11-06,2022-11-06,2412476,29970036501,2412476T1667699340491,UPI
1000,1820262,1822610,C60766441667699492234,2022-11-07,2022-11-07,2022-11-06,2022-11-06,1822676,29970036501,1822676T1667699696099,UPI
1000,2402465,2376780,C61209731667700886862,2022-11-07,2022-11-07,2022-11-06,2022-11-06,2412522,29970036501,2412522T1667700984627,UPI
2000,1967040,1917493,C60877331667702929903,2022-11-07,2022-11-07,2022-11-06,2022-11-06,2035118,29970036501,2035118T1667703069904,UPI
2000,696735,704952,C45984131667703921414,2022-11-07,2022-11-07,2022-11-06,2022-11-06,704965,29970036501,704965T1667704157467,UPI
1000,2104010,1691485,C60611631667704806400,2022-11-07,2022-11-07,2022-11-06,2022-11-06,2211873,29970036501,2211873T1667704899650,UPI
250,737177,759155,C50708421667705133752,2022-11-07,2022-11-07,2022-11-06,2022-11-06,759205,29970036501,759205T1667705324643,UPI
4000,2381939,2394532,C61221731667708318025,2022-11-07,2022-11-07,2022-11-06,2022-11-06,2412674,29970036501,2412674T1667708423004,UPI
4000,1736358,1826761,C60769381667710377164,2022-11-07,2022-11-07,2022-11-06,2022-11-06,1835060,29970036501,1835060T1667710514803,UPI
2000,1892996,1912347,C60873201667712415931,2022-11-07,2022-11-07,2022-11-06,2022-11-06,1953883,29970036501,1953883T1667715628818,UPI
250,935147,959783,C42644941667713796174,2022-11-07,2022-11-07,2022-11-06,2022-11-06,959789,29970036501,959789T1667713893430,UPI
2000,1892996,1927121,C60890851667714074166,2022-11-07,2022-11-07,2022-11-06,2022-11-06,1927202,29970036501,1927202T1667714173522,UPI
4000,1918477,1938939,C60901511667715845228,2022-11-07,2022-11-07,2022-11-06,2022-11-06,1938954,29970036501,1938954T1667715954603,UPI
1000,1917974,1920661,C60883551667716129832,2022-11-07,2022-11-07,2022-11-06,2022-11-06,1926843,29970036501,1926843T1667716227907,UPI
2000,1736176,1791545,C60723471667716593073,2022-11-07,2022-11-07,2022-11-06,2022-11-06,1791580,29970036501,1791580T1667716735290,UPI
1000,1640456,1670284,C60567221667717587888,2022-11-07,2022-11-07,2022-11-06,2022-11-06,1670297,29970036501,1670297T1667717692931,UPI
1000,2402465,2117038,C61062101667719240121,2022-11-07,2022-11-07,2022-11-06,2022-11-06,2413068,29970036501,2413068T1667719358294,UPI
2000,2394731,2413053,C61236931667719284787,2022-11-07,2022-11-07,2022-11-06,2022-11-06,2413072,29970036501,2413072T1667719381757,UPI
1000,1735955,1729310,C60670761667720456378,2022-11-07,2022-11-07,2022-11-06,2022-11-06,1771052,29970036501,1771052T1667720566097,UPI
2000,2394731,1938832,C60901221667720554618,2022-11-07,2022-11-07,2022-11-06,2022-11-06,2413112,29970036501,2413112T1667720677014,UPI
500,707869,1068488,C41311691667720729898,2022-11-07,2022-11-07,2022-11-06,2022-11-06,1068492,29970036501,1068492T1667720827120,UPI
1000,1853806,1861913,C60806711667720912871,2022-11-07,2022-11-07,2022-11-06,2022-11-06,1879462,29970036501,1879462T1667721010912,UPI
2000,1892996,1901160,C60858501667720924674,2022-11-07,2022-11-07,2022-11-06,2022-11-06,1901164,29970036501,1901164T1667721046922,UPI
1000,2402465,1960970,C60918811667721116814,2022-11-07,2022-11-07,2022-11-06,2022-11-06,2413141,29970036501,2413141T1667721210929,UPI
1000,2402465,2413126,C61237081667721126337,2022-11-07,2022-11-07,2022-11-06,2022-11-06,2413145,29970036501,2413145T1667721233199,UPI
1000,2402465,2413110,C61237111667721344556,2022-11-07,2022-11-07,2022-11-06,2022-11-06,2413163,29970036501,2413163T1667721477860,UPI
1500,647769,845709,C58233911667722209045,2022-11-07,2022-11-07,2022-11-06,2022-11-06,845757,29970036501,845757T1667722480194,UPI
1000,2402465,1948237,C60863591667722290163,2022-11-07,2022-11-07,2022-11-06,2022-11-06,2413211,29970036501,2413211T1667722411150,UPI
500,724477,845709,C58233911667722449290,2022-11-07,2022-11-07,2022-11-06,2022-11-06,931380,29970036501,931380T1667722553478,UPI
2000,2394731,1103698,C16089661667723111436,2022-11-07,2022-11-07,2022-11-06,2022-11-06,2413222,29970036501,2413222T1667723289051,UPI
500,647767,692932,C16337161667723539759,2022-11-07,2022-11-07,2022-11-06,2022-11-06,692952,29970036501,692952T1667723714686,UPI
1500,647769,695950,C44595901667724600320,2022-11-07,2022-11-07,2022-11-06,2022-11-06,696074,29970036501,696074T1667724691857,UPI
